,Unnamed: 0,date,交通运输,交通工具,交通,上海封城,上海封控,封城,破产,海运,出口,货运,经济衰退,物流,快递,上海物流,上海快递,空调,上海空调
90,90,2022-07-01,2353,729,1259,342,205,208,503,374,597,337,316,2753,28441,242,359,63603,224
91,91,2022-07-02,1761,496,1115,264,157,312,430,313,460,288,254,2251,25767,206,348,70566,230
92,92,2022-07-03,1421,603,1104,310,165,275,445,266,414,256,248,2153,24464,196,337,72146,167
93,93,2022-07-04,1295,542,1287,371,195,237,473,377,585,305,325,2664,29205,189,319,83556,177
94,94,2022-07-05,1151,711,1289,573,348,447,529,401,609,286,354,2692,27394,227,329,86674,168
95,95,2022-07-06,1108,654,1263,737,456,491,600,408,640,284,858,2562,27980,223,294,74699,174
96,96,2022-07-07,1090,536,1232,688,476,353,720,389,585,344,541,2731,28928,201,347,79289,174
97,97,2022-07-08,898,695,1256,523,358,281,669,362,583,295,318,2557,28254,200,304,81345,155
98,98,2022-07-09,624,466,1093,513,294,235,609,299,436,282,247,2210,24870,171,285,85693,181
99,99,2022-07-10,674,484,1065,1176,1050,318,1087,267,439,278,248,1904,23861,125,297,46357,170
100,100,2022-07-11,782,627,1284,2173,1970,409,1369,456,666,314,296,2565,28295,209,331,50853,168
101,101,2022-07-12,616,632,1260,1676,1481,374,1189,403,655,293,359,2555,27698,214,356,124725,162
102,102,2022-07-13,612,900,1298,1370,1019,441,1139,415,863,304,758,2628,27558,218,347,147617,254
103,103,2022-07-14,612,726,1273,915,494,469,1062,366,735,321,1129,2611,27724,232,321,148773,229
104,104,2022-07-15,786,564,1293,676,396,438,840,348,646,315,656,2513,27521,215,297,148261,170
105,105,2022-07-16,576,471,1088,407,275,384,673,282,444,262,510,2171,24533,188,267,150632,160
106,106,2022-07-17,492,501,1064,445,242,275,566,269,432,257,542,2023,23826,180,282,144413,221
107,107,2022-07-18,701,561,1250,509,311,307,645,429,629,335,850,2709,27062,195,303,136874,161
108,108,2022-07-19,887,581,1278,404,286,314,623,414,559,319,728,2639,26574,178,291,153400,159
109,109,2022-07-20,1054,597,1239,415,274,325,673,364,651,288,360,2486,27362,206,252,153298,164
110,110,2022-07-21,1089,572,1212,418,278,317,589,396,598,273,327,2627,27927,1023,282,164226,155
111,111,2022-07-22,1103,551,1224,354,228,253,576,419,591,283,221,2540,26985,948,249,162250,155
112,112,2022-07-23,991,466,1073,315,209,236,481,328,411,242,205,2195,23954,197,235,183308,141
113,113,2022-07-24,1010,464,1042,293,255,256,415,313,383,232,212,1984,23056,91,248,182813,151
114,114,2022-07-25,1161,491,1211,387,328,280,586,420,551,302,257,2525,26478,208,227,175173,213
115,115,2022-07-26,1065,560,1218,436,325,262,726,423,597,298,303,2630,26536,538,259,175163,148
116,116,2022-07-27,1106,689,1237,370,265,262,543,405,612,322,272,2587,27268,478,239,174167,155
117,117,2022-07-28,1149,571,1276,308,224,291,625,405,632,272,333,2684,27741,260,237,175105,155
118,118,2022-07-29,1016,464,1264,432,248,365,572,433,648,313,392,2493,27180,279,260,169539,151
119,119,2022-07-30,917,487,1083,252,190,255,406,354,442,260,303,2081,24556,267,214,208613,155
120,120,2022-07-31,851,517,1103,278,175,272,351,295,381,245,197,2033,23298,207,227,204426,161
121,121,2022-08-01,796,602,1328,300,189,294,536,363,590,303,236,2538,26928,184,229,199709,151
122,122,2022-08-02,737,696,1238,287,195,268,467,400,598,315,202,2463,27124,233,223,210130,158
123,123,2022-08-03,622,885,1224,294,189,291,456,430,16511,319,175,2486,29417,212,221,221445,136
124,124,2022-08-04,643,536,1165,314,218,332,466,375,2016,277,177,2461,28882,202,204,235728,155
125,125,2022-08-05,614,530,1215,279,166,285,503,390,1226,312,258,2412,28444,185,186,241680,158
126,126,2022-08-06,461,483,1094,289,167,352,344,351,691,240,158,2053,27523,169,134,248207,161
127,127,2022-08-07,437,595,1044,308,174,295,368,249,583,242,177,1862,23919,181,185,236243,152
128,128,2022-08-08,546,519,1291,284,197,359,476,372,744,282,220,2508,28448,197,195,208219,155
129,129,2022-08-09,553,615,1242,272,184,370,433,362,680,298,238,2406,26234,213,198,183096,148
130,130,2022-08-10,589,594,1270,315,176,954,545,350,836,281,236,2382,26364,200,191,184710,155
131,131,2022-08-11,521,530,1250,318,260,797,446,347,692,274,208,2503,28218,222,171,182266,151
132,132,2022-08-12,493,528,1221,307,223,476,449,340,590,247,184,2457,27045,205,192,187495,151
133,133,2022-08-13,646,526,1089,316,204,754,365,258,467,257,154,2039,24095,117,192,208426,144
134,134,2022-08-14,467,454,1068,289,208,411,316,263,409,267,177,1963,22654,189,128,192744,144
135,135,2022-08-15,559,596,1327,368,226,573,358,364,627,290,212,2491,26503,194,200,153986,136
136,136,2022-08-16,587,554,1249,312,197,589,339,391,577,281,195,2631,26283,198,187,160050,141
137,137,2022-08-17,571,554,1170,322,214,477,361,367,580,285,234,2446,27062,201,177,184484,149
138,138,2022-08-18,553,544,1224,316,193,538,368,351,575,276,255,2575,27309,189,158,173131,139
139,139,2022-08-19,506,693,1222,275,178,421,326,372,584,262,203,2604,27488,165,92,165884,187
140,140,2022-08-20,461,475,1117,244,165,398,241,256,405,254,169,2065,25158,104,112,148124,128
141,141,2022-08-21,488,554,1072,274,148,460,274,251,394,255,179,2060,24488,106,169,87081,193
142,142,2022-08-22,490,646,1292,324,187,438,307,393,613,301,230,2892,30034,172,168,48296,135
143,143,2022-08-23,479,517,1283,319,175,414,310,380,666,302,1215,3642,27512,182,166,27866,130
144,144,2022-08-24,519,721,1206,325,176,378,352,368,644,315,1494,2586,28174,176,106,120270,131
145,145,2022-08-25,471,599,1268,349,192,376,361,457,556,295,537,2629,29549,168,168,135107,147
146,146,2022-08-26,453,710,1248,318,180,531,474,368,631,263,390,2526,29056,165,147,116299,126
147,147,2022-08-27,398,559,1113,292,151,489,302,283,422,259,270,2138,26653,171,165,128078,130
148,148,2022-08-28,426,469,1108,298,165,472,290,281,427,239,254,2038,24899,164,163,107083,132
149,149,2022-08-29,516,598,1365,408,200,809,358,416,658,269,298,2981,28644,199,146,95933,122
150,150,2022-08-30,672,652,1448,443,202,760,346,393,613,267,287,2863,28868,193,157,95839,123
151,151,2022-08-31,574,631,1301,425,237,567,356,347,644,272,306,2926,29152,197,168,94184,130
152,152,2022-09-01,464,446,1235,940,307,1872,359,395,624,287,316,2698,29390,201,163,101449,130
153,153,2022-09-02,525,628,1297,650,256,1326,337,343,629,296,250,2715,30466,181,160,103461,130
154,154,2022-09-03,412,513,1107,522,213,1035,282,294,424,259,197,2163,28059,170,172,110303,122
155,155,2022-09-04,404,580,1123,441,205,1073,294,246,437,256,189,2081,27473,191,93,105853,118
156,156,2022-09-05,502,610,1321,445,210,859,357,383,583,277,262,2966,31111,188,185,89236,119
157,157,2022-09-06,485,546,1288,472,230,659,368,351,649,274,213,3030,31979,175,157,95776,131
158,158,2022-09-07,546,670,1261,473,289,769,336,358,920,295,238,2882,33546,181,158,99996,115
159,159,2022-09-08,434,567,1302,414,244,840,371,349,748,272,281,3113,34480,167,178,97468,110
160,160,2022-09-09,451,517,1308,388,191,630,311,332,602,253,217,2612,33825,167,176,77941,109
161,161,2022-09-10,346,449,1088,319,165,547,279,233,388,212,187,1632,25304,155,102,103792,109
162,162,2022-09-11,376,505,1081,298,171,435,312,256,456,225,164,1842,24494,163,154,110677,105
163,163,2022-09-12,329,682,1245,317,181,436,285,259,452,232,177,2110,24399,167,91,106561,121
164,164,2022-09-13,562,645,1350,382,182,518,363,402,664,291,294,2772,27205,165,171,83181,117
165,165,2022-09-14,494,667,1308,376,171,407,345,452,744,292,1230,2573,27056,173,155,90865,110
166,166,2022-09-15,485,761,1435,359,181,434,367,405,703,282,1424,2639,27791,196,182,88577,117
167,167,2022-09-16,448,830,1298,326,167,351,332,388,645,278,1461,2605,27715,247,150,95711,105
168,168,2022-09-17,390,529,1153,288,142,328,294,276,482,272,429,2152,25727,182,152,109307,108
169,169,2022-09-18,410,662,1237,287,169,307,312,283,414,244,385,2055,25067,167,99,100887,122
170,170,2022-09-19,512,723,1415,339,175,387,360,373,689,295,455,2880,27347,193,176,89606,109
171,171,2022-09-20,452,779,1367,295,168,407,343,393,599,297,368,2740,27098,206,151,66112,115
172,172,2022-09-21,470,791,1338,296,177,344,393,384,649,331,366,2737,28059,189,156,68104,118
173,173,2022-09-22,479,872,1278,293,152,337,432,360,711,285,394,2805,28719,159,163,77553,117
174,174,2022-09-23,482,638,1329,292,164,306,432,346,695,285,477,2654,28041,165,92,74444,123
175,175,2022-09-24,360,770,1098,244,142,273,444,278,488,222,391,2229,26368,158,89,76217,108
176,176,2022-09-25,358,863,1159,263,159,313,406,273,514,250,424,2088,24677,141,146,80669,117
177,177,2022-09-26,518,798,1348,322,167,333,508,452,706,303,547,2850,27612,164,146,67660,102
178,178,2022-09-27,519,839,1331,309,166,346,519,355,669,297,938,2789,27476,163,143,69418,104
179,179,2022-09-28,497,826,1393,331,180,497,433,385,712,275,440,2709,28470,156,145,73842,176
180,180,2022-09-29,489,768,1363,323,189,439,385,400,676,293,415,2588,29473,169,164,70425,108
181,181,2022-09-30,381,630,1433,278,180,640,335,353,484,336,327,2469,27938,153,80,80757,105
182,182,2022-10-01,284,430,1088,248,172,346,259,259,411,219,231,1639,22923,83,133,116602,104
183,183,2022-10-02,299,479,1074,229,152,290,292,239,433,227,217,1613,22449,79,69,131794,106
184,184,2022-10-03,330,495,1089,248,146,475,303,242,386,262,206,1811,22419,84,80,122430,100
185,185,2022-10-04,320,539,1070,258,175,388,370,237,512,221,244,1886,22864,100,71,92038,80
186,186,2022-10-05,319,604,1099,244,186,580,333,246,523,295,218,1958,24054,96,76,63857,82
187,187,2022-10-06,348,692,1105,299,203,572,353,270,485,234,285,2043,25221,96,79,62834,82
188,188,2022-10-07,349,755,1113,354,265,742,334,266,445,305,432,2026,24976,83,133,56617,79
189,189,2022-10-08,407,655,1332,510,437,864,362,334,631,280,380,2487,26368,165,156,52526,89
190,190,2022-10-09,408,686,1209,498,439,626,448,356,609,246,364,2473,27129,163,172,32585,92
191,191,2022-10-10,422,707,1277,501,378,662,396,405,604,258,357,2565,28876,172,211,41877,91
192,192,2022-10-11,440,764,1279,510,429,752,454,387,628,291,479,2605,31578,169,199,50910,92
193,193,2022-10-12,422,664,1289,534,437,811,415,374,744,281,574,2607,29011,180,215,43095,100
194,194,2022-10-13,456,801,1302,519,419,649,486,528,724,344,361,2730,29783,168,189,28385,87
195,195,2022-10-14,441,569,1288,476,406,541,401,529,730,319,336,3169,28739,176,192,33613,93
196,196,2022-10-15,311,565,1138,338,264,532,328,432,517,242,282,2692,26195,155,176,31127,96
197,197,2022-10-16,338,848,1142,347,274,473,399,325,433,229,232,2808,25312,150,191,24044,86
198,198,2022-10-17,440,718,1300,449,419,596,491,436,712,290,298,3259,27704,163,231,26660,87
199,199,2022-10-18,449,768,1317,425,361,631,469,431,687,300,373,3689,27874,198,266,30347,91
200,200,2022-10-19,429,785,1279,439,378,570,475,510,730,431,439,3207,27868,210,583,20617,91
201,201,2022-10-20,437,661,1257,555,404,1030,498,493,734,313,339,3113,28258,263,1603,21815,87
202,202,2022-10-21,459,705,1263,415,408,714,499,393,677,286,295,3145,28766,302,2105,26147,89
203,203,2022-10-22,357,593,1139,367,289,617,413,293,530,240,251,2679,26272,258,1235,40507,93
204,204,2022-10-23,393,683,1140,739,335,525,414,254,471,239,236,2230,24865,256,1180,37258,84
205,205,2022-10-24,490,712,1332,640,432,746,488,389,820,288,290,2698,27824,316,1419,35520,83
206,206,2022-10-25,531,846,1307,541,370,765,496,401,648,272,320,2619,27520,284,1185,24163,65
207,207,2022-10-26,471,752,1325,555,385,1083,514,360,646,296,339,2547,28152,268,994,30674,0
208,208,2022-10-27,458,767,1392,522,342,818,588,374,644,273,381,2492,28589,248,830,42207,0
209,209,2022-10-28,419,633,1294,500,350,818,509,355,626,308,274,2433,28741,266,684,34284,63
210,210,2022-10-29,363,645,1118,436,249,734,424,253,433,257,285,2031,26746,217,527,40772,0
211,211,2022-10-30,320,616,1085,407,243,616,419,273,394,164,240,1735,25049,145,389,39438,67
212,212,2022-10-31,456,765,1490,526,322,717,715,384,655,298,315,2398,27700,205,429,32022,0
213,213,2022-11-01,428,831,1584,446,367,708,645,365,691,287,306,2557,27926,208,392,38075,0
