,date,交通工具,家用电器,失业救济金,房地产中介,抵押贷款,风险投资,破产,海运,农业,出口,货运,经济衰退,食品
168,2019-06-18,1018,402,147,192,1015,462,527,387,1746,660,345,203,1049
169,2019-06-19,880,395,162,178,1004,460,603,392,1694,618,341,241,1018
170,2019-06-20,804,377,137,174,900,454,557,387,1495,593,302,256,952
171,2019-06-21,843,432,158,194,1028,502,602,434,1713,687,364,357,1110
172,2019-06-22,765,446,159,178,1065,517,557,444,1756,706,357,232,1082
173,2019-06-23,805,455,155,186,973,491,517,409,1612,681,362,258,988
174,2019-06-24,857,465,124,166,963,508,478,392,1373,574,335,227,846
175,2019-06-25,802,457,150,186,1018,565,557,492,1510,643,358,225,923
176,2019-06-26,732,562,157,192,1078,503,521,445,1468,635,329,247,907
177,2019-06-27,666,408,157,179,1015,510,523,451,1433,615,340,275,874
178,2019-06-28,639,351,138,179,887,408,538,384,1300,541,304,239,675
179,2019-06-29,675,364,157,185,1023,460,524,443,1363,648,354,251,816
180,2019-06-30,696,389,152,201,1025,422,530,415,1394,569,330,306,816
181,2019-07-01,676,354,165,179,1043,392,514,444,1495,576,327,379,872
182,2019-07-02,615,307,153,182,964,385,497,393,1502,538,323,273,807
183,2019-07-03,584,338,140,188,928,327,670,358,1311,554,296,413,647
184,2019-07-04,632,322,146,200,956,333,977,363,1329,634,295,607,851
185,2019-07-05,542,629,139,191,919,351,572,380,1330,546,282,415,728
186,2019-07-06,540,298,125,203,880,326,544,391,1333,552,287,294,468
187,2019-07-07,618,575,124,198,910,322,449,365,1363,3174,287,198,381
188,2019-07-08,538,317,147,196,992,318,433,327,1400,631,272,202,361
189,2019-07-09,567,213,142,188,912,320,324,336,1533,535,272,207,374
190,2019-07-10,603,251,126,188,1038,346,342,361,1673,566,282,627,376
191,2019-07-11,578,243,130,177,881,347,333,348,1751,576,272,263,425
192,2019-07-12,552,237,119,175,908,352,333,323,1643,621,258,223,443
193,2019-07-13,682,247,147,170,1004,344,328,352,1679,586,270,771,468
194,2019-07-14,777,298,150,185,1071,349,401,344,1757,621,281,411,557
195,2019-07-15,681,308,125,157,972,342,390,349,1685,584,279,445,724
196,2019-07-16,632,282,108,161,818,303,358,279,1365,513,263,304,669
197,2019-07-17,703,329,148,179,1052,380,411,426,1654,626,281,374,770
198,2019-07-18,702,341,139,187,1053,397,466,401,1678,649,300,319,795
199,2019-07-19,710,402,143,167,1018,382,491,344,1746,602,265,304,802
200,2019-07-20,832,431,126,164,859,386,562,327,1979,643,274,304,766
201,2019-07-21,897,462,146,171,846,369,561,341,1988,713,299,288,953
202,2019-07-22,1052,430,142,162,942,368,539,343,1950,603,283,302,805
203,2019-07-23,1111,446,141,165,914,387,550,337,1975,663,330,282,833
204,2019-07-24,1140,427,147,154,809,371,656,329,2052,644,264,293,823
205,2019-07-25,1033,605,122,173,945,365,624,334,2190,666,271,259,972
206,2019-07-26,1000,906,125,145,1128,333,487,295,2102,655,278,257,881
207,2019-07-27,943,797,107,139,1408,305,403,262,1980,571,251,265,655
208,2019-07-28,772,890,112,135,762,269,415,265,2345,508,264,252,588
209,2019-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2019-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0
211,2019-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0
212,2019-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0
213,2019-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0
214,2019-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0
215,2019-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0
216,2019-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0
217,2019-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0
218,2019-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0
219,2019-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0
220,2019-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0
221,2019-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0
222,2019-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0
223,2019-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0
224,2019-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0
225,2019-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0
226,2019-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0
227,2019-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0
228,2019-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0
229,2019-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0
230,2019-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0
231,2019-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0
232,2019-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0
233,2019-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0
234,2019-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0
235,2019-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0
236,2019-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0
237,2019-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0
238,2019-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0
239,2019-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0
240,2019-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0
241,2019-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0
242,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0
243,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0
244,2019-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0
245,2019-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0
246,2019-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0
247,2019-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0
248,2019-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0
249,2019-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0
250,2019-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0
251,2019-09-09,0,0,0,0,0,0,0,0,0,0,0,0,0
252,2019-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0
253,2019-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0
254,2019-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0
255,2019-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0
256,2019-09-14,0,0,0,0,0,0,0,0,0,0,0,0,0
257,2019-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0
258,2019-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0
259,2019-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0
260,2019-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0
261,2019-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0
262,2019-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0
263,2019-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0
264,2019-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0
265,2019-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0
266,2019-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0
267,2019-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0
268,2019-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0
269,2019-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0
270,2019-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0
271,2019-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0
272,2019-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0
273,2019-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0
274,2019-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0
275,2019-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0
276,2019-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0
277,2019-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0
278,2019-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0
279,2019-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0
280,2019-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0
281,2019-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0
282,2019-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0
283,2019-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0
284,2019-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0
285,2019-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0
286,2019-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0
287,2019-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0
288,2019-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0
289,2019-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0
290,2019-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0
291,2019-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0
292,2019-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0
293,2019-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0
294,2019-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0
295,2019-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0
296,2019-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0
297,2019-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0
298,2019-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0
299,2019-10-27,0,0,0,0,0,0,0,0,0,0,0,0,0
300,2019-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0
301,2019-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0
302,2019-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0
303,2019-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0
304,2019-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0
305,2019-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0
306,2019-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0
307,2019-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0
308,2019-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0
309,2019-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0
310,2019-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0
311,2019-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0
312,2019-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0
313,2019-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0
314,2019-11-11,0,0,0,0,0,0,0,0,0,0,0,0,0
315,2019-11-12,0,0,0,0,0,0,0,0,0,0,0,0,0
316,2019-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0
317,2019-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0
318,2019-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0
319,2019-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0
320,2019-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0
321,2019-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0
322,2019-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0
323,2019-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0
324,2019-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0
325,2019-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0
326,2019-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0
327,2019-11-24,0,0,0,0,0,0,0,0,0,0,0,0,0
328,2019-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0
329,2019-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0
330,2019-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0
331,2019-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0
332,2019-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0
333,2019-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0
334,2019-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0
335,2019-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0
336,2019-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0
337,2019-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0
338,2019-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0
339,2019-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0
340,2019-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0
341,2019-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0
342,2019-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0
343,2019-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0
344,2019-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0
345,2019-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0
346,2019-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0
347,2019-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0
348,2019-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0
349,2019-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0
350,2019-12-17,0,0,0,0,0,0,0,0,0,0,0,0,0
351,2019-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0
352,2019-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0
353,2019-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0
354,2019-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0
355,2019-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0
356,2019-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0
357,2019-12-24,0,0,0,0,0,0,0,0,0,0,0,0,0
358,2019-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0
359,2019-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0
360,2019-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0
361,2019-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0
362,2019-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0
363,2019-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0
364,2019-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0
365,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0
366,2020-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0
367,2020-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0
368,2020-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0
369,2020-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0
370,2020-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0
371,2020-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0
372,2020-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0
373,2020-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0
374,2020-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0
375,2020-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0
376,2020-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0
377,2020-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0
378,2020-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0
379,2020-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0
380,2020-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0
381,2020-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0
382,2020-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0
383,2020-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0
384,2020-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0
385,2020-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0
386,2020-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0
387,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0
388,2020-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0
389,2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0
390,2020-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0
391,2020-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0
392,2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0
393,2020-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0
394,2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0
395,2020-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0
396,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0
397,2020-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0
398,2020-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0
399,2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0
400,2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0
401,2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0
402,2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0
403,2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0
404,2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0
405,2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0
406,2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0
407,2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0
408,2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0
409,2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0
410,2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0
411,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0
412,2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0
413,2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0
414,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0
415,2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0
416,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0
417,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0
418,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0
419,2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0
420,2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0
421,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0
422,2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0
423,2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0
424,2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0
425,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0
426,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0
427,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0
428,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0
429,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0
430,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0
431,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0
432,2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0
433,2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0
434,2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0
435,2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0
436,2020-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0
437,2020-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0
438,2020-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0
439,2020-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0
440,2020-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0
441,2020-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0
442,2020-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0
443,2020-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0
444,2020-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0
445,2020-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0
446,2020-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0
447,2020-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0
448,2020-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0
449,2020-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0
450,2020-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0
451,2020-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0
452,2020-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0
453,2020-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0
454,2020-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0
455,2020-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0
456,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0
457,2020-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0
458,2020-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0
459,2020-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0
460,2020-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0
461,2020-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0
462,2020-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0
463,2020-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0
464,2020-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0
465,2020-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0
466,2020-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0
467,2020-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0
468,2020-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0
469,2020-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0
470,2020-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0
471,2020-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0
472,2020-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0
473,2020-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0
474,2020-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0
475,2020-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0
476,2020-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0
477,2020-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0
478,2020-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0
479,2020-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0
480,2020-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0
481,2020-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0
482,2020-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0
483,2020-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2020-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0
485,2020-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0
486,2020-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0
487,2020-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0
488,2020-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0
489,2020-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0
490,2020-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0
491,2020-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0
492,2020-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0
493,2020-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0
494,2020-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0
495,2020-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0
496,2020-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0
497,2020-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0
498,2020-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0
499,2020-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0
500,2020-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0
501,2020-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0
502,2020-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0
503,2020-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0
504,2020-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0
505,2020-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0
506,2020-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0
507,2020-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0
508,2020-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0
509,2020-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0
510,2020-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0
511,2020-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0
512,2020-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0
513,2020-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0
514,2020-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0
515,2020-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0
516,2020-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0
517,2020-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0
518,2020-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0
519,2020-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0
520,2020-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0
521,2020-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0
522,2020-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0
523,2020-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0
524,2020-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0
525,2020-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0
526,2020-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0
527,2020-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0
528,2020-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0
529,2020-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0
530,2020-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0
531,2020-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0
532,2020-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0
533,2020-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0
534,2020-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0
535,2020-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0
536,2020-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0
537,2020-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0
538,2020-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0
539,2020-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0
540,2020-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0
541,2020-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0
542,2020-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0
543,2020-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0
544,2020-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0
545,2020-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0
546,2020-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0
547,2020-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0
548,2020-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0
549,2020-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0
550,2020-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0
551,2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0
552,2020-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0
553,2020-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0
554,2020-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0
555,2020-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0
556,2020-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0
557,2020-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0
558,2020-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0
559,2020-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0
560,2020-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0
561,2020-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0
562,2020-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0
563,2020-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0
